age,workclass,educational-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income,capital_diff
64,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,0,0
69,Private,9,Married-civ-spouse,Sales,Husband,White,Male,35,United-States,0,0
70,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,16,United-States,0,0
42,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,0,0
22,Private,13,Never-married,Other-service,Not-in-family,White,Female,35,Other,0,0
18,Private,6,Never-married,Sales,Own-child,White,Female,24,United-States,0,0
51,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,1,0
30,Private,7,Never-married,Transport-moving,Unmarried,White,Male,30,United-States,0,0
31,Private,13,Never-married,Exec-managerial,Own-child,Black,Female,40,United-States,0,0
50,Self-emp-inc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1,0
30,Private,11,Never-married,Exec-managerial,Own-child,White,Male,36,United-States,0,0
43,Private,9,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,40,United-States,0,0
22,Private,13,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0,0
32,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,44,United-States,0,0
32,Self-emp-not-inc,10,Never-married,Other-service,Not-in-family,White,Male,50,United-States,0,0
37,Private,9,Never-married,Farming-fishing,Own-child,White,Male,35,United-States,0,0
62,Private,11,Widowed,Sales,Unmarried,White,Female,33,United-States,0,0
36,Private,13,Divorced,Prof-specialty,Not-in-family,White,Male,50,United-States,1,0
29,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0,0
64,State-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,0,0
30,Private,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0,0
24,Private,13,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,0,0
20,Private,7,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0,0
33,Private,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,5,United-States,1,0
50,Local-gov,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,1,4386
45,Private,14,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,0,-1408
38,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,1,5178
51,Without-pay,12,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,0,0
47,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1,15024
53,Local-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0
33,Self-emp-not-inc,11,Divorced,Tech-support,Unmarried,Black,Male,50,United-States,0,0
38,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1,0
47,Private,14,Divorced,Exec-managerial,Not-in-family,White,Female,50,United-States,0,0
18,Private,7,Never-married,Sales,Other-relative,White,Female,24,United-States,0,0
21,Private,9,Divorced,Machine-op-inspct,Other-relative,Black,Female,40,United-States,0,0
41,Private,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,United-States,1,0
28,Private,10,Divorced,Craft-repair,Not-in-family,White,Male,35,United-States,0,0
47,Private,7,Divorced,Sales,Unmarried,White,Female,28,United-States,0,0
38,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,1,99999
54,Private,10,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,50,United-States,1,0
45,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States,1,0
29,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,0,0
44,State-gov,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,1,7688
66,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,10,United-States,0,0
35,Private,13,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,0,0
66,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,30,United-States,0,0
24,Private,10,Never-married,Adm-clerical,Unmarried,White,Female,20,United-States,0,0
30,Private,10,Never-married,Adm-clerical,Not-in-family,Black,Male,25,United-States,0,0
38,Private,10,Divorced,Adm-clerical,Not-in-family,Black,Male,40,United-States,0,0
18,Private,7,Never-married,Adm-clerical,Own-child,White,Male,20,United-States,0,0
20,Private,9,Never-married,Other-service,Own-child,White,Female,40,United-States,0,0
54,unknown,3,Married-civ-spouse,unknown,Husband,White,Male,40,United-States,0,0
45,Self-emp-not-inc,12,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1,5178
32,Local-gov,10,Divorced,Other-service,Not-in-family,White,Female,30,Other,0,0
18,Private,6,Never-married,Other-service,Own-child,White,Female,12,United-States,0,0
33,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,20,Other,0,0
37,Private,11,Divorced,Handlers-cleaners,Unmarried,Black,Female,40,United-States,0,0
28,Private,10,Never-married,Sales,Not-in-family,White,Male,40,United-States,0,0
60,Local-gov,9,Widowed,Exec-managerial,Unmarried,White,Female,40,United-States,0,0
30,unknown,11,Never-married,unknown,Not-in-family,White,Male,30,United-States,0,0
36,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0,0
19,Private,9,Never-married,Other-service,Not-in-family,White,Female,35,United-States,0,0
53,Federal-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0
57,Private,6,Widowed,Adm-clerical,Not-in-family,White,Female,8,United-States,0,0
32,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1,3103
32,Private,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0,0
35,Self-emp-not-inc,6,Married-civ-spouse,Other-service,Wife,White,Female,2,United-States,0,0
38,unknown,10,Married-civ-spouse,unknown,Husband,White,Male,40,United-States,0,0
46,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1,0
31,Private,5,Never-married,Machine-op-inspct,Unmarried,White,Male,40,Mexico,0,0
29,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,1,0
40,Private,9,Divorced,Handlers-cleaners,Unmarried,Black,Female,40,United-States,0,0
52,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,50,Other,0,0
42,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,66,United-States,0,0
42,Self-emp-not-inc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1,0
43,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,55,United-States,1,0
38,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,40,unknown,1,7298
34,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0,0
27,Private,14,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,0,0
47,Private,9,Never-married,Farming-fishing,Not-in-family,Other,Male,40,Other,0,0
31,State-gov,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,0,0
20,Private,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0,0
48,Private,13,Married-civ-spouse,Sales,Husband,White,Male,80,United-States,1,99999
57,Private,10,Widowed,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,40,United-States,0,0
28,unknown,7,Never-married,unknown,Not-in-family,White,Male,40,Other,0,-1762
63,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,80,United-States,0,0
24,Private,7,Never-married,Prof-specialty,Not-in-family,Black,Female,30,United-States,0,0
28,Local-gov,10,Never-married,Sales,Not-in-family,White,Male,80,United-States,0,-1669
64,Self-emp-not-inc,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,0,0
29,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0
23,Private,9,Widowed,Exec-managerial,Unmarried,White,Male,38,United-States,0,0
46,Private,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,1,0
70,Private,9,Widowed,Craft-repair,Unmarried,White,Female,5,United-States,0,0
31,Private,3,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Other,0,0
46,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1,0
25,Private,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,40,United-States,0,0
20,State-gov,9,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,0,0
35,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,1,0
47,Private,9,Never-married,Exec-managerial,Own-child,White,Male,41,United-States,0,0
28,State-gov,13,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,40,United-States,1,0
31,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,7688
41,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1,0
23,Private,10,Never-married,Adm-clerical,Not-in-family,White,Male,30,United-States,0,0
40,Private,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,United-States,1,5178
21,Local-gov,10,Never-married,Prof-specialty,Own-child,White,Female,35,United-States,0,0
61,Private,11,Divorced,Adm-clerical,Not-in-family,Black,Female,32,United-States,0,0
34,Private,10,Never-married,Tech-support,Own-child,White,Male,40,United-States,0,0
44,Private,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,0,0
26,Private,10,Never-married,Protective-serv,Not-in-family,Black,Male,55,Other,0,0
37,Private,12,Married-civ-spouse,Other-service,Husband,White,Male,47,United-States,0,0
18,Private,7,Never-married,Handlers-cleaners,Own-child,White,Male,20,United-States,0,0
52,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,55,United-States,0,-1740
31,Local-gov,9,Separated,Other-service,Own-child,Black,Male,40,United-States,0,0
21,Private,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0,0
22,Private,10,Married-civ-spouse,Tech-support,Wife,Other,Female,15,United-States,0,0
22,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0,0
40,Private,14,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0,0
41,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0
70,Local-gov,3,Widowed,Other-service,Other-relative,Asian-Pac-Islander,Female,25,Other,0,0
18,Private,5,Never-married,Sales,Own-child,White,Female,15,United-States,0,0
49,Private,9,Widowed,Exec-managerial,Not-in-family,Black,Female,35,United-States,0,0
42,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1,7298
35,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,1,0
45,Private,13,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,40,Other,0,0
50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0
38,Private,13,Never-married,Sales,Not-in-family,White,Female,42,United-States,0,0
18,Private,6,Never-married,Sales,Unmarried,White,Female,25,United-States,0,0
18,Private,7,Never-married,Sales,Own-child,White,Male,6,United-States,0,0
33,Private,9,Divorced,Craft-repair,Own-child,White,Male,40,United-States,0,0
43,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,1,0
43,Local-gov,13,Never-married,Other-service,Own-child,White,Male,40,United-States,0,0
37,Private,9,Married-spouse-absent,Farming-fishing,Other-relative,White,Male,12,Mexico,0,0
52,State-gov,4,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0,0
22,Private,9,Never-married,Other-service,Not-in-family,White,Female,50,United-States,0,0
70,Private,10,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,0,0
21,Private,10,Never-married,Other-service,Own-child,White,Male,35,United-States,0,0
45,Federal-gov,12,Married-civ-spouse,Protective-serv,Husband,White,Male,72,United-States,1,15024
61,Private,13,Married-civ-spouse,Sales,Husband,White,Male,32,United-States,1,0
19,Private,9,Never-married,Handlers-cleaners,Own-child,Black,Male,40,United-States,0,0
47,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,35,United-States,1,4386
32,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1,7298
24,Private,13,Never-married,Prof-specialty,Own-child,Other,Female,10,unknown,0,0
43,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,30,United-States,1,0
55,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,56,United-States,1,0
58,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0,0
25,Private,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,1,0
23,Private,10,Separated,Sales,Unmarried,Black,Female,35,United-States,0,0
44,Local-gov,10,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,United-States,0,0
20,Private,10,Never-married,Sales,Not-in-family,White,Male,20,United-States,0,0
46,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,42,United-States,0,0
19,Private,5,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,0,0
22,Private,10,Never-married,Sales,Own-child,White,Male,20,United-States,0,0
25,Private,7,Married-civ-spouse,Adm-clerical,Own-child,White,Female,40,United-States,0,0
49,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1,5178
34,Self-emp-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0
47,Private,13,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,1,15024
30,Private,13,Never-married,Exec-managerial,Not-in-family,Other,Female,40,Other,1,8614
21,Private,9,Never-married,Priv-house-serv,Not-in-family,White,Female,40,United-States,0,0
22,Local-gov,10,Never-married,Prof-specialty,Not-in-family,White,Female,20,United-States,0,0
67,Private,4,Widowed,Other-service,Not-in-family,White,Female,12,United-States,0,0
28,Private,14,Never-married,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,0,0
45,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,50,United-States,0,0
46,Private,9,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,0,0
48,Private,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,1,0
56,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,0,0
65,unknown,9,Never-married,unknown,Unmarried,Asian-Pac-Islander,Female,40,United-States,0,0
40,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1,0
20,unknown,9,Never-married,unknown,Own-child,Black,Female,40,United-States,0,0
55,unknown,14,Married-civ-spouse,unknown,Wife,White,Female,40,United-States,1,0
56,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,0,0
35,Private,10,Never-married,Sales,Not-in-family,White,Male,65,United-States,0,0
43,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,0,0
32,Private,6,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,40,United-States,0,0
64,Private,9,Divorced,Other-service,Not-in-family,White,Female,79,United-States,0,-1762
62,Private,10,Divorced,Farming-fishing,Not-in-family,White,Male,40,United-States,0,0
53,Private,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,1,0
68,Private,8,Married-civ-spouse,Farming-fishing,Husband,White,Male,35,United-States,0,0
35,unknown,10,Divorced,unknown,Unmarried,White,Female,40,United-States,0,0
24,Private,13,Never-married,Prof-specialty,Other-relative,White,Female,40,United-States,0,0
39,Private,6,Separated,Other-service,Unmarried,White,Female,40,Mexico,0,0
29,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,1,7298
24,Private,9,Married-civ-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,45,United-States,0,0
33,Private,6,Divorced,Protective-serv,Not-in-family,White,Female,32,United-States,0,0
41,Private,9,Divorced,Other-service,Not-in-family,White,Female,40,United-States,0,0
48,Private,14,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,0,0
47,Private,13,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,1,0
30,Self-emp-inc,10,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,1,0
59,Private,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0
34,Private,10,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,0,-1590
26,Federal-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,32,United-States,0,0
20,Private,4,Never-married,Machine-op-inspct,Own-child,White,Male,40,Mexico,0,0
32,Private,13,Never-married,Craft-repair,Not-in-family,White,Male,36,United-States,0,0
58,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1,0
31,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0,0
33,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,1,0
22,Private,7,Never-married,Farming-fishing,Other-relative,White,Male,40,Mexico,0,0
39,unknown,10,Divorced,unknown,Not-in-family,White,Male,65,Other,0,0
38,State-gov,10,Divorced,Prof-specialty,Own-child,Asian-Pac-Islander,Female,40,United-States,0,0
30,State-gov,10,Never-married,Prof-specialty,Not-in-family,White,Female,5,United-States,0,0
23,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,0,0
27,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,0,0
31,Federal-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,72,United-States,0,0
58,Private,9,Divorced,Other-service,Own-child,White,Female,40,United-States,0,0
42,Private,12,Never-married,Tech-support,Not-in-family,White,Male,36,United-States,1,14084
20,Self-emp-inc,10,Never-married,Craft-repair,Own-child,White,Male,20,United-States,0,0
47,Federal-gov,13,Married-civ-spouse,Exec-managerial,Husband,Other,Male,40,Other,1,0
57,Self-emp-not-inc,16,Divorced,Prof-specialty,Not-in-family,White,Female,25,United-States,0,0
47,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0,0
49,Local-gov,13,Never-married,Prof-specialty,Unmarried,White,Male,60,United-States,1,0
18,Private,7,Never-married,Adm-clerical,Own-child,Black,Female,20,United-States,0,0
64,Private,3,Widowed,Priv-house-serv,Unmarried,Black,Female,4,United-States,0,0
29,Private,9,Separated,Craft-repair,Unmarried,White,Male,35,United-States,0,0
47,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,48,United-States,1,0
40,unknown,9,Separated,unknown,Own-child,White,Male,45,United-States,0,0
28,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,1,0
24,Private,13,Never-married,Sales,Own-child,White,Male,4,United-States,0,0
34,Private,9,Never-married,Other-service,Not-in-family,White,Male,40,Other,1,10520
34,Local-gov,13,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,0,6497
31,Private,7,Married-civ-spouse,Sales,Husband,White,Male,51,United-States,0,0
23,State-gov,9,Never-married,Tech-support,Not-in-family,White,Male,48,United-States,0,0
20,Private,9,Never-married,Other-service,Own-child,White,Female,20,United-States,0,-1721
25,Private,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0,0
32,Private,10,Divorced,Sales,Not-in-family,White,Male,40,United-States,0,0
44,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,0,0
28,Private,8,Never-married,Handlers-cleaners,Unmarried,White,Male,40,Mexico,0,0
48,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0,0
18,unknown,10,Never-married,unknown,Own-child,White,Male,40,United-States,0,0
43,Private,14,Divorced,Prof-specialty,Not-in-family,White,Male,40,Other,0,0
52,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,1,0
53,Self-emp-not-inc,7,Divorced,Craft-repair,Not-in-family,White,Male,60,United-States,0,0
57,Self-emp-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1,0
45,Private,9,Divorced,Craft-repair,Own-child,White,Female,40,United-States,0,0
45,Private,14,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,36,United-States,0,0
34,Private,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,35,United-States,0,0
44,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,0,0
25,Private,5,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,Mexico,0,0
27,Private,13,Never-married,Sales,Not-in-family,White,Male,50,United-States,0,-1876
28,unknown,10,Never-married,unknown,Own-child,Asian-Pac-Islander,Male,40,Other,0,0
52,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,45,United-States,0,0
19,Private,10,Never-married,Sales,Own-child,White,Male,40,United-States,0,0
53,Private,3,Never-married,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Female,50,Other,0,0
37,Self-emp-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0
51,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0
29,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,45,United-States,0,0
45,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0,0
64,State-gov,16,Widowed,Prof-specialty,Not-in-family,Black,Male,50,United-States,1,8614
56,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1,0
56,Private,10,Widowed,Other-service,Not-in-family,White,Female,40,United-States,0,0
38,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,78,United-States,0,0
23,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,0,0
29,Local-gov,14,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,0,0
33,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,-1672
35,Private,9,Never-married,Handlers-cleaners,Own-child,White,Female,20,United-States,0,0
25,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,0,0
37,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,55,United-States,1,0
28,Private,14,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,36,Other,0,0
67,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0,-2457
22,Private,11,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,0,0
23,State-gov,8,Never-married,Other-service,Not-in-family,White,Male,20,United-States,0,0
22,Private,10,Never-married,Exec-managerial,Own-child,Black,Male,35,United-States,0,0
68,Private,10,Widowed,Craft-repair,Not-in-family,White,Male,10,United-States,0,0
31,Private,9,Never-married,Priv-house-serv,Not-in-family,White,Female,40,Other,0,0
51,Self-emp-inc,13,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0,0
64,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,United-States,1,0
35,Private,13,Divorced,Other-service,Own-child,White,Female,40,United-States,0,0
26,Private,14,Never-married,Prof-specialty,Not-in-family,Black,Female,40,United-States,0,0
42,Self-emp-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0
20,Federal-gov,9,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,25,United-States,0,0
46,Self-emp-inc,9,Divorced,Other-service,Not-in-family,White,Female,60,United-States,0,0
35,Private,9,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,0,0
51,Private,6,Widowed,Other-service,Not-in-family,White,Female,40,United-States,0,0
34,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,65,United-States,1,0
50,Private,13,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0,0
48,Self-emp-not-inc,13,Divorced,Sales,Not-in-family,White,Male,60,United-States,0,0
27,Private,13,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,0,-1340
28,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,United-States,0,0
37,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,46,United-States,0,4064
39,Private,13,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,0,0
22,Private,13,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0,0
38,Private,9,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,0,0
41,Private,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,60,United-States,1,13550
41,Private,14,Divorced,Other-service,Unmarried,White,Female,30,United-States,0,0
36,Private,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,-1579
24,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0,0
28,Private,7,Separated,Other-service,Not-in-family,White,Male,40,United-States,0,0
28,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,50,United-States,0,0
49,Private,9,Never-married,Other-service,Not-in-family,White,Male,38,United-States,0,0
18,Private,7,Never-married,Other-service,Own-child,White,Male,10,Other,0,0
54,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Other,1,0
41,Private,12,Never-married,Adm-clerical,Not-in-family,White,Female,45,United-States,0,0
35,Local-gov,14,Never-married,Prof-specialty,Own-child,White,Female,25,United-States,0,0
18,Private,7,Never-married,Other-service,Own-child,White,Male,23,United-States,0,0
42,Private,7,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0,0
60,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,1,-2231
49,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,80,United-States,0,0
57,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,55,United-States,0,0
43,Private,12,Divorced,Other-service,Unmarried,White,Female,40,United-States,0,-2238
37,Private,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,40,United-States,0,0
28,unknown,10,Married-civ-spouse,unknown,Other-relative,White,Female,20,United-States,0,0
20,Private,9,Never-married,Sales,Not-in-family,White,Male,60,United-States,0,0
57,Private,11,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,0,0
24,Private,12,Never-married,Adm-clerical,Own-child,White,Female,35,United-States,0,0
20,Self-emp-inc,10,Never-married,Handlers-cleaners,Own-child,White,Female,40,United-States,0,0
42,Local-gov,11,Divorced,Prof-specialty,Not-in-family,White,Female,36,United-States,0,0
70,Private,15,Married-civ-spouse,Farming-fishing,Husband,White,Male,2,United-States,1,10605
21,Private,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0,-2205
43,Private,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,0,0
39,Private,13,Separated,Prof-specialty,Unmarried,White,Female,50,United-States,1,0
41,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,unknown,1,0
32,Private,3,Married-civ-spouse,Craft-repair,Husband,Other,Male,45,Mexico,1,0
48,Private,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Other,0,0
50,Private,5,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0,0
26,Private,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,64,United-States,0,0
18,unknown,8,Never-married,unknown,Not-in-family,White,Female,30,United-States,0,0
54,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0,0
59,Federal-gov,9,Never-married,Exec-managerial,Other-relative,White,Female,40,United-States,0,0
38,Self-emp-inc,9,Divorced,Exec-managerial,Unmarried,White,Male,40,United-States,0,0
53,Private,9,Divorced,Other-service,Not-in-family,Black,Male,40,United-States,0,0
42,Private,13,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,0,0
53,Private,10,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,0,0
